Date,Portfolio_Growth (%)
2017-06-26,4.027585386772428
2017-06-27,3.866734787814947
2017-06-28,3.9344344448840025
2017-06-29,3.799976789401478
2017-06-30,3.76600272336752
2017-07-03,3.6615493949890463
2017-07-05,3.7626039054265354
2017-07-06,3.738887139048444
2017-07-07,3.825866367086506
2017-07-10,3.945393370453414
2017-07-11,3.9881334096875785
2017-07-12,4.114848913040882
2017-07-13,4.033281354063812
2017-07-14,4.127031119791914
2017-07-17,4.1033896619132175
2017-07-18,4.195898694881616
2017-07-19,4.197956888973046
2017-07-20,4.241796766560681
2017-07-21,4.271544857787976
2017-07-24,4.2833338407321735
2017-07-25,4.267743567629024
2017-07-26,4.353165948739308
2017-07-27,4.204032191563119
2017-07-28,4.222480792148856
2017-07-31,4.150793220736457
2017-08-01,4.179340771853821
2017-08-02,4.163397971237606
2017-08-03,4.181565797277122
2017-08-04,4.190719951902781
2017-08-07,4.274209180442725
2017-08-08,4.22496245419793
2017-08-09,4.2057031584883955
2017-08-10,4.028336002087849
2017-08-11,3.967576326851637
2017-08-14,4.148144311294628
2017-08-15,4.14769572589384
2017-08-16,4.106227732600938
2017-08-17,4.009384565548423
2017-08-18,4.014503646197046
2017-08-21,3.959812929066308
2017-08-22,4.027246056482435
2017-08-23,4.09550516067164
2017-08-24,4.083620648375771
2017-08-25,4.032566657915504
2017-08-28,4.026949221215118
2017-08-29,4.023567690816848
2017-08-30,4.109727187004714
2017-08-31,4.186453324154537
2017-09-01,4.21180273666188
2017-09-05,4.132837412325069
2017-09-06,4.142371801841184
2017-09-07,4.1316805503903975
2017-09-08,4.052700444445916
2017-09-11,4.1750311127173765
2017-09-12,4.17399043749588
2017-09-13,4.170865758155618
2017-09-14,4.171996473437982
2017-09-15,4.3059294803491515
2017-09-18,4.434178363592496
2017-09-19,4.430292303673129
2017-09-20,4.446276723210009
2017-09-21,4.3723742355760375
2017-09-22,4.324597946179288
2017-09-25,4.145106099120733
2017-09-26,4.14974298989225
2017-09-27,4.222024820478443
2017-09-28,4.219899067279224
2017-09-29,4.2545251642962505
2017-10-02,4.232657054451915
2017-10-03,4.302353000142911
2017-10-04,4.341380920409026
2017-10-05,4.386144140339581
2017-10-06,4.40328401180472
2017-10-09,4.445929692546646
2017-10-10,4.501824748312446
2017-10-11,4.542665770114274
2017-10-12,4.568849013251497
2017-10-13,4.6186223587873645
2017-10-16,4.660491517646715
2017-10-17,4.634977470181655
2017-10-18,4.617053100229857
2017-10-19,4.6020351309443805
2017-10-20,4.572495465063346
2017-10-23,4.577347256383744
2017-10-24,4.630398896402996
2017-10-25,4.413471401715586
2017-10-26,4.4116325127894
2017-10-27,4.4910028192530635
2017-10-30,4.450744261036133
2017-10-31,4.495756404860907
2017-11-01,4.472936524349516
2017-11-02,4.4499802068048036
2017-11-03,4.534758809758261
2017-11-06,4.610008219583723
2017-11-07,4.616423635462581
2017-11-08,4.565291845427716
2017-11-09,4.457969493317128
2017-11-10,4.567056166979975
2017-11-13,4.543143152844118
2017-11-14,4.553710867308389
2017-11-15,4.500879929971474
2017-11-16,4.558261685417826
2017-11-17,4.558073578731795
2017-11-20,4.585992938451826
2017-11-21,4.630294056956748
2017-11-22,4.610091356886537
2017-11-24,4.645419950496
2017-11-27,4.6329527076129935
2017-11-28,4.573227720747011
2017-11-29,4.340610454152122
2017-11-30,4.399503918586893
2017-12-01,4.3395010897341555
2017-12-04,4.149325955317447
2017-12-05,4.146465189340798
2017-12-06,4.185876082702631
2017-12-07,4.213752508227855
2017-12-08,4.210289428536557
2017-12-11,4.261602563097577
2017-12-12,4.210762691275884
2017-12-13,4.193569992303303
2017-12-14,4.1983552318565645
2017-12-15,4.280997376435851
2017-12-18,4.3900226806237015
2017-12-19,4.34788515346184
2017-12-20,4.3661527977001855
2017-12-21,4.343799052747143
2017-12-22,4.312465223338536
2017-12-26,4.303580040611697
2017-12-27,4.296928093046551
2017-12-28,4.332660213054272
2017-12-29,4.259987682513531
2018-01-02,4.435668479165908
2018-01-03,4.627529761394134
2018-01-04,4.681462469684754
2018-01-05,4.7039457598447205
2018-01-08,4.827129853815225
2018-01-09,4.771069722392793
2018-01-10,4.801405745562132
2018-01-11,4.842011974107834
2018-01-12,4.838103550450814
2018-01-16,4.803976510039726
2018-01-17,4.865424823178328
2018-01-18,4.901331031871334
2018-01-19,4.965331451716919
2018-01-22,5.026813160536522
2018-01-23,5.194215235081495
2018-01-24,5.171899739697873
2018-01-25,5.161948077501983
2018-01-26,5.303151238797265
2018-01-29,5.401381951872067
2018-01-30,5.291055126249069
2018-01-31,5.374551304471396
2018-02-01,5.241128082276436
2018-02-02,5.10969262722509
2018-02-05,4.769583462883016
2018-02-06,4.964891968019512
2018-02-07,4.992548728048954
2018-02-08,4.751242516971601
2018-02-09,4.9075789145380835
2018-02-12,4.951705310031413
2018-02-13,5.016331857367897
2018-02-14,5.168504451631806
2018-02-15,5.294537644149059
2018-02-16,5.228793161704421
2018-02-20,5.29675857047161
2018-02-21,5.205726874799238
2018-02-22,5.222634686541099
2018-02-23,5.322748047738637
2018-02-26,5.3918219641983605
2018-02-27,5.372510198934466
2018-02-28,5.285879004544112
2018-03-01,5.1515526002082455
2018-03-02,5.2495282307198705
2018-03-05,5.294758819780071
2018-03-06,5.392462869270452
2018-03-07,5.404875305241061
2018-03-08,5.358284619894204
2018-03-09,5.449115068011234
2018-03-12,5.473791405478116
2018-03-13,5.434082802185922
2018-03-14,5.430961705996683
2018-03-15,5.455955794828901
2018-03-16,5.427806649156493
2018-03-19,5.283756000821183
2018-03-20,5.353240272813703
2018-03-21,5.362976787478811
2018-03-22,5.2192224712847075
2018-03-23,5.077839884661145
2018-03-26,5.268738238634885
2018-03-27,4.939012255771102
2018-03-28,4.788606110018826
2018-03-29,4.952315488795377
2018-04-02,4.719847936042055
2018-04-03,4.809538002144259
2018-04-04,4.874124607051455
2018-04-05,4.880513838523237
2018-04-06,4.737698941168162
2018-04-09,4.750502988377126
2018-04-10,4.964789273875395
